Gene,Diverse_LOF,Nfe_43k_LOF,Nfe_440k_LOF,All_LOF,afr_LOF,asj_LOF,eas_LOF,sas_LOF,nfe_20k_LOF,possible_lof,mu_mis,mu_syn,mu_lof,total_var,LOF_FDR_Diverse43k,LOF_FDR_NFE43k,LOF_FDR_NFE440k,LOF_FDR_FullDataset,LOF_FDR_AFR,LOF_FDR_ASJ,LOF_FDR_EAS,LOF_FDR_SAS,LOF_FDR_NFE20k
CCDC3,16,12,35,40,2,1,1,4,10,107,9.05E-06,4.00E-06,4.98E-07,403,0.502054215,0.376540661,1.098243595,1.255135537,0.062756777,0.031378388,0.031378388,0.125513554,0.313783884
CCDC30,50,22,84,108,15,6,8,14,19,585,1.75E-05,6.00E-06,2.67E-06,775,0.316616066,0.139311069,0.531914991,0.683890703,0.09498482,0.037993928,0.050658571,0.088652499,0.120314105
CCDC32,6,2,18,19,1,0,0,3,4,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC33,44,31,123,146,16,2,1,12,19,459,2.47E-05,1.00E-05,2.22E-06,1240,0.282011306,0.198689784,0.788349788,0.935764789,0.102549566,0.012818696,0.006409348,0.076912174,0.12177761
CCDC34,23,11,50,62,6,3,3,9,7,251,9.28E-06,3.18E-06,7.51E-07,437,0.440927199,0.210878226,0.95853739,1.188586364,0.115024487,0.057512243,0.057512243,0.17253673,0.134195235
CCDC36,9,11,39,43,1,1,3,0,4,180,1.38E-05,5.40E-06,5.83E-07,502,0.280744614,0.343132306,1.216559996,1.34133538,0.031193846,0.031193846,0.093581538,0,0.124775384
CCDC38,29,30,84,94,13,1,1,8,14,420,1.41E-05,4.95E-06,1.50E-06,519,0.37083232,0.383619642,1.074134997,1.202008211,0.166235178,0.012787321,0.012787321,0.102298571,0.179022499
CCDC39,38,26,106,120,9,1,4,10,20,686,2.15E-05,7.10E-06,2.36E-06,873,0.278249417,0.19038118,0.776169427,0.87868237,0.065901178,0.007322353,0.029289412,0.073223531,0.146447062
CCDC40,63,47,136,159,31,4,5,15,36,629,4.56E-05,2.14E-05,2.87E-06,1596,0.448561847,0.334641378,0.968323986,1.132084661,0.220720909,0.028480117,0.035600147,0.10680044,0.256321055
CCDC42,13,10,32,35,2,0,2,3,9,192,1.33E-05,4.78E-06,8.12E-07,353,0.400747662,0.308267432,0.986455784,1.078936013,0.061653486,0,0.061653486,0.09248023,0.277440689
CCDC43,5,8,25,27,2,0,0,2,2,135,6.11E-06,2.15E-06,1.10E-06,239,0.09060152,0.144962431,0.453007598,0.489248206,0.036240608,0,0,0.036240608,0.036240608
CCDC47,15,10,49,56,8,1,0,3,3,323,1.33E-05,4.18E-06,1.59E-06,445,0.199077858,0.132718572,0.650321001,0.743224002,0.106174857,0.013271857,0,0.039815572,0.039815572
CCDC50,15,15,53,60,3,0,1,5,7,359,1.42E-05,4.93E-06,1.92E-06,497,0.163872913,0.163872913,0.579017627,0.655491653,0.032774583,0,0.010924861,0.054624304,0.076474026
CCDC51,19,7,30,39,2,0,4,5,9,159,1.34E-05,4.89E-06,1.44E-06,428,0.295341493,0.108810024,0.466328673,0.606227275,0.031088578,0,0.062177156,0.077721446,0.139898602
CCDC54,14,11,29,33,5,0,1,3,8,128,7.56E-06,2.90E-06,3.83E-07,315,0.584011144,0.458865898,1.209737369,1.376597695,0.208575408,0,0.041715082,0.125145245,0.333720653
CCDC57,43,21,101,114,13,0,4,11,21,399,2.83E-05,1.22E-05,2.20E-06,1170,0.337707898,0.164927113,0.793220876,0.895318613,0.102097737,0,0.031414688,0.086390392,0.164927113
CCDC58,4,9,18,18,2,0,0,0,2,110,3.60E-06,1.50E-06,4.75E-07,142,0.162432847,0.365473905,0.730947811,0.730947811,0.081216423,0,0,0,0.081216423
CCDC59,16,8,35,41,4,2,1,5,8,159,6.13E-06,2.50E-06,6.97E-07,373,0.278861862,0.139430931,0.610010324,0.714583522,0.069715466,0.034857733,0.017428866,0.087144332,0.139430931
CCDC6,3,1,17,18,1,0,0,0,2,284,1.51E-05,6.60E-06,1.29E-06,363,0.070151448,0.023383816,0.397524871,0.420908687,0.023383816,0,0,0,0.046767632
CCDC60,31,16,58,69,8,1,4,10,15,348,1.72E-05,5.72E-06,1.58E-06,583,0.39731769,0.205067195,0.743368581,0.884352277,0.102533597,0.0128167,0.051266799,0.128166997,0.192250495
CCDC61,21,13,53,63,7,0,2,8,7,291,1.54E-05,6.06E-06,9.03E-07,660,0.36818758,0.227925645,0.929235321,1.10456274,0.122729193,0,0.035065484,0.140261935,0.122729193
CCDC62,29,15,55,73,6,0,4,11,9,454,1.88E-05,8.43E-06,1.73E-06,629,0.367536658,0.190105168,0.697052283,0.925178484,0.076042067,0,0.050694711,0.139410457,0.114063101
CCDC63,31,27,72,84,10,1,4,11,14,328,1.84E-05,7.42E-06,2.00E-06,581,0.359972558,0.313524486,0.836065296,0.975409512,0.11612018,0.011612018,0.046448072,0.127732198,0.162568252
CCDC65,24,16,53,67,6,1,1,11,8,290,1.28E-05,4.64E-06,1.40E-06,504,0.311758382,0.207838922,0.688466428,0.870325484,0.077939596,0.012989933,0.012989933,0.142889259,0.103919461
CCDC66,116,66,188,235,38,7,11,45,46,701,2.18E-05,7.63E-06,2.99E-06,1110,0.562604419,0.320102515,0.911807163,1.139758953,0.184301448,0.033950267,0.053350419,0.218251714,0.223101753
CCDC68,12,6,42,50,5,0,2,3,3,254,7.74E-06,2.98E-06,9.01E-07,312,0.241745739,0.12087287,0.846110088,1.007273914,0.100727391,0,0.040290957,0.060436435,0.060436435
CCDC69,14,7,33,39,6,0,1,7,6,225,9.37E-06,3.23E-06,1.25E-06,329,0.233613723,0.116806861,0.550660918,0.650781084,0.100120167,0,0.016686694,0.116806861,0.100120167
CCDC7,66,45,150,179,27,5,15,19,29,438,1.06E-05,3.75E-06,1.77E-06,1255,0.242206021,0.165140469,0.550468229,0.656892086,0.099084281,0.018348941,0.055046823,0.069725976,0.106423858
CCDC70,8,7,18,20,1,0,0,2,6,34,7.85E-06,2.80E-06,2.40E-07,277,0.598486429,0.523675625,1.346594465,1.496216072,0.074810804,0,0,0.149621607,0.448864822
CCDC71,6,3,15,17,3,0,0,0,3,134,1.76E-05,5.34E-06,1.32E-06,526,0.099725834,0.049862917,0.249314584,0.282556529,0.049862917,0,0,0,0.049862917
CCDC71L,5,2,29,30,2,0,1,3,1,45,3.98E-06,1.81E-06,1.14E-07,524,0.224105389,0.089642156,1.299811257,1.344632334,0.089642156,0,0.044821078,0.134463233,0.044821078
CCDC73,45,18,91,113,12,1,5,13,17,721,2.27E-05,8.41E-06,2.04E-06,851,0.410613562,0.164245425,0.830351869,1.031096277,0.10949695,0.009124746,0.045623729,0.118621696,0.155120679
CCDC74A,25,13,31,45,9,0,3,10,10,185,1.21E-05,5.21E-06,8.14E-07,358,0.730023793,0.379612372,0.905229503,1.314042827,0.262808565,0,0.087602855,0.292009517,0.292009517
CCDC74B,21,11,35,46,5,1,3,4,8,188,1.28E-05,6.20E-06,8.22E-07,406,0.583745681,0.305771547,0.972909468,1.278681016,0.138987067,0.027797413,0.08339224,0.111189654,0.222379307
CCDC77,28,12,57,69,6,0,2,13,11,358,1.46E-05,4.34E-06,1.79E-06,494,0.323795172,0.138769359,0.659154457,0.797923816,0.06938468,0,0.023128227,0.150333473,0.127205246
CCDC78,30,19,73,88,9,2,4,13,11,276,1.73E-05,6.72E-06,1.59E-06,693,0.333193552,0.211022583,0.810770975,0.977367751,0.099958065,0.022212903,0.044425807,0.144383872,0.122170969
CCDC8,28,16,58,67,5,1,3,6,14,82,1.72E-05,6.87E-06,3.34E-07,689,1.345445474,0.768825985,2.786994196,3.219458812,0.24025812,0.048051624,0.144154872,0.288309744,0.672722737
CCDC80,22,15,71,77,9,0,3,8,10,433,3.30E-05,1.33E-05,1.96E-06,1073,0.235861834,0.160814887,0.761190465,0.82551642,0.096488932,0,0.032162977,0.08576794,0.107209925
CCDC81,34,18,73,90,13,0,4,10,12,454,1.85E-05,6.88E-06,2.26E-06,671,0.303496329,0.160674527,0.651624471,0.803372635,0.116042714,0,0.03570545,0.089263626,0.107116351
CCDC82,17,12,55,61,4,0,2,4,7,343,1.44E-05,4.69E-06,1.53E-06,507,0.219759407,0.155124288,0.710986318,0.788548462,0.051708096,0,0.025854048,0.051708096,0.090489168
CCDC83,25,12,66,78,7,1,1,7,11,323,1.04E-05,3.45E-06,1.07E-06,464,0.36596185,0.175661688,0.966139285,1.141800973,0.102469318,0.014638474,0.014638474,0.102469318,0.161023214
CCDC84,25,22,61,64,3,0,1,4,19,257,9.28E-06,2.86E-06,1.27E-06,413,0.318276289,0.280083135,0.776594146,0.814787301,0.038193155,0,0.012731052,0.050924206,0.24188998
CCDC85A,4,4,31,32,0,0,1,1,2,250,1.83E-05,8.48E-06,1.03E-06,691,0.072380874,0.072380874,0.560951777,0.579046995,0,0,0.018095219,0.018095219,0.036190437
CCDC85B,1,1,7,7,0,0,0,1,0,56,4.17E-06,2.00E-06,1.80E-07,182,0.089067936,0.089067936,0.623475553,0.623475553,0,0,0,0.089067936,0
CCDC85C,2,4,22,23,0,0,0,1,1,165,8.81E-06,4.37E-06,7.63E-07,513,0.033810259,0.067620517,0.371912845,0.388817974,0,0,0,0.016905129,0.016905129
CCDC86,12,9,30,36,1,0,1,4,6,175,1.25E-05,4.60E-06,9.00E-07,413,0.27443523,0.205826422,0.686088074,0.823305689,0.022869602,0,0.022869602,0.09147841,0.137217615
CCDC87,27,26,89,99,8,1,3,5,15,277,2.65E-05,1.09E-05,9.35E-07,1003,0.505560341,0.486835884,1.666476679,1.85372125,0.149795657,0.018724457,0.056173371,0.093622285,0.280866856
CCDC88A,13,12,52,58,4,1,1,7,5,1329,4.32E-05,1.52E-05,5.58E-06,1609,0.045589309,0.042082439,0.182357236,0.203398455,0.01402748,0.00350687,0.00350687,0.024548089,0.01753435
CCDC88B,50,43,149,173,12,4,8,9,20,827,5.70E-05,2.27E-05,3.89E-06,1765,0.286217937,0.246147426,0.852929452,0.990314062,0.068692305,0.022897435,0.04579487,0.051519229,0.114487175
CCDC88C,29,19,128,140,9,2,1,9,10,1064,7.59E-05,3.69E-05,4.80E-06,2401,0.138271682,0.090591791,0.610302595,0.667518463,0.042911901,0.009535978,0.004767989,0.042911901,0.04767989
CCDC89,22,12,42,47,6,2,1,5,11,162,1.24E-05,4.95E-06,5.27E-07,428,0.803752931,0.438410689,1.534437413,1.717108533,0.219205345,0.073068448,0.036534224,0.182671121,0.401876465
CCDC9,10,13,65,70,4,1,1,3,3,290,2.27E-05,7.39E-06,1.49E-06,833,0.11962581,0.155513553,0.777567764,0.837380669,0.047850324,0.011962581,0.011962581,0.035887743,0.035887743
CCDC90B,26,23,62,68,8,4,1,8,15,192,5.99E-06,2.13E-06,7.15E-07,366,0.42967934,0.380100954,1.024619964,1.123776734,0.132209028,0.066104514,0.016526128,0.132209028,0.247891927
CCDC91,15,13,41,48,3,2,3,5,5,335,9.93E-06,3.58E-06,1.15E-06,432,0.216490012,0.187624677,0.591739365,0.692768037,0.043298002,0.028865335,0.043298002,0.072163337,0.072163337
CCDC92,7,7,21,25,1,0,2,1,3,149,1.41E-05,7.90E-06,7.03E-07,388,0.269150025,0.269150025,0.807450075,0.961250089,0.038450004,0,0.076900007,0.038450004,0.115350011
CCDC92B,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCDC93,15,15,62,69,2,0,2,4,8,565,2.00E-05,6.59E-06,2.84E-06,617,0.125193041,0.125193041,0.517464568,0.575887987,0.016692405,0,0.016692405,0.033384811,0.066769622
CCDC94,11,5,26,31,5,0,0,2,5,199,1.29E-05,5.93E-06,9.39E-07,327,0.333823696,0.151738043,0.789037826,0.940775869,0.151738043,0,0,0.060695217,0.151738043
CCDC96,27,11,53,64,7,1,1,6,14,210,1.75E-05,7.78E-06,1.09E-06,666,0.457160367,0.18625052,0.897388868,1.083639388,0.118523058,0.016931865,0.016931865,0.101591193,0.237046116
CCDC97,20,13,39,44,5,2,2,6,11,157,1.59E-05,6.32E-06,8.00E-07,494,0.539509223,0.350680995,1.052042984,1.18692029,0.134877306,0.053950922,0.053950922,0.161852767,0.296730072
CCDC9B,28,21,66,76,6,0,1,10,15,NA,NA,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCER1,14,9,31,40,4,0,1,6,5,135,1.61E-05,7.95E-06,8.73E-07,491,0.378219332,0.243140999,0.837485664,1.080626663,0.108062666,0,0.027015667,0.162093999,0.135078333
CCER2,14,9,31,40,1,0,6,5,4,135,7.36E-06,3.24E-06,4.24E-07,324,0.523442029,0.336498447,1.159050208,1.495548655,0.037388716,0,0.224332298,0.186943582,0.149554866
CCHCR1,32,30,101,115,12,4,5,10,13,533,3.02E-05,1.01E-05,2.83E-06,893,0.262518206,0.246110818,0.828573087,0.943424802,0.098444327,0.032814776,0.04101847,0.082036939,0.106648021
CCIN,6,2,21,26,1,0,1,4,0,185,2.18E-05,8.42E-06,6.62E-07,613,0.208408192,0.069469397,0.729428672,0.903102165,0.034734699,0,0.034734699,0.138938795,0
CCK,4,2,9,9,2,0,0,0,3,36,4.00E-06,1.61E-06,3.00E-07,132,0.281703556,0.140851778,0.633833001,0.633833001,0.140851778,0,0,0,0.211277667
CCKAR,10,3,27,32,1,1,1,4,3,163,1.70E-05,7.73E-06,5.65E-07,483,0.423667954,0.127100386,1.143903477,1.355737454,0.042366795,0.042366795,0.042366795,0.169467182,0.127100386
CCKBR,12,13,46,50,1,0,1,5,7,152,2.16E-05,9.99E-06,1.40E-06,655,0.20197106,0.218801982,0.774222396,0.841546083,0.016830922,0,0.016830922,0.084154608,0.117816452
CCL1,3,6,14,16,0,0,1,1,1,40,2.45E-06,1.15E-06,1.41E-07,100,0.369417952,0.738835904,1.723950443,1.970229077,0,0,0.123139317,0.123139317,0.123139317
CCL11,2,1,6,6,1,0,0,1,0,33,2.37E-06,1.04E-06,2.45E-07,119,0.120375261,0.060187631,0.361125784,0.361125784,0.060187631,0,0,0.060187631,0
CCL13,1,1,10,11,0,0,1,0,0,35,2.43E-06,9.61E-07,1.22E-07,102,0.130627628,0.130627628,1.306276283,1.436903911,0,0,0.130627628,0,0
CCL14,9,2,11,16,6,1,0,2,2,62,3.61E-06,1.35E-06,4.05E-07,155,0.373645027,0.083032228,0.456677255,0.664257825,0.249096685,0.041516114,0,0.083032228,0.083032228
CCL15-CCL14,2,3,15,16,1,0,1,1,1,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCL16,4,3,8,10,2,0,0,1,1,42,3.33E-06,1.50E-06,1.29E-07,125,0.563681313,0.422760984,1.127362625,1.409203281,0.281840656,0,0,0.140920328,0.140920328
CCL17,5,1,4,8,2,0,1,1,1,37,2.79E-06,1.21E-06,2.18E-07,91,0.50416303,0.100832606,0.403330424,0.806660848,0.201665212,0,0.100832606,0.100832606,0.100832606
CCL18,6,1,7,11,2,0,0,4,1,40,2.53E-06,1.08E-06,1.52E-07,91,0.759205757,0.126534293,0.88574005,1.391877221,0.253068586,0,0,0.506137171,0.126534293
CCL19,0,0,4,4,0,0,0,0,0,48,3.24E-06,9.91E-07,1.77E-07,84,0,0,0.555032928,0.555032928,0,0,0,0,0
CCL2,1,3,7,8,0,0,0,1,0,36,2.57E-06,1.18E-06,1.25E-07,77,0.187222773,0.561668318,1.310559409,1.497782182,0,0,0,0.187222773,0
CCL20,4,2,9,11,1,0,0,1,2,56,3.12E-06,9.45E-07,1.81E-07,85,0.518065684,0.259032842,1.165647788,1.42468063,0.129516421,0,0,0.129516421,0.259032842
CCL21,3,8,19,20,1,0,1,0,1,74,4.19E-06,1.31E-06,2.70E-07,138,0.218195147,0.581853726,1.381902599,1.454634315,0.072731716,0,0.072731716,0,0.072731716
CCL22,3,3,10,10,0,0,0,0,3,36,4.40E-06,1.74E-06,1.47E-07,120,0.490530948,0.490530948,1.635103161,1.635103161,0,0,0,0,0.490530948
CCL23,8,2,9,15,2,0,1,3,2,60,4.30E-06,1.66E-06,3.36E-07,140,0.50778778,0.126946945,0.571261252,0.952102087,0.126946945,0,0.063473472,0.190420417,0.126946945
CCL24,5,2,9,12,5,0,0,0,1,30,3.11E-06,1.24E-06,2.19E-07,124,0.395835101,0.15833404,0.712503182,0.950004243,0.395835101,0,0,0,0.07916702
CCL25,6,7,12,14,1,0,0,1,4,91,4.04E-06,1.83E-06,4.21E-07,139,0.311185003,0.363049171,0.622370007,0.726098341,0.051864167,0,0,0.051864167,0.207456669
CCL26,9,3,12,16,2,1,2,4,4,35,2.57E-06,8.77E-07,2.59E-07,89,0.7001834,0.233394467,0.933577866,1.244770489,0.155596311,0.077798156,0.155596311,0.311192622,0.311192622
CCL27,5,2,14,16,2,0,0,3,1,45,2.94E-06,1.05E-06,2.66E-07,115,0.332677052,0.133070821,0.931495746,1.064566567,0.133070821,0,0,0.199606231,0.06653541
CCL28,7,5,17,17,1,0,0,0,7,48,4.14E-06,1.81E-06,1.41E-07,130,1.066516116,0.761797226,2.590110568,2.590110568,0.152359445,0,0,0,1.066516116
CCL3,3,4,10,10,1,0,0,1,1,41,3.35E-06,1.24E-06,2.92E-07,100,0.239472328,0.319296437,0.798241092,0.798241092,0.079824109,0,0,0.079824109,0.079824109
CCL4,5,3,12,14,3,0,0,1,3,45,2.65E-06,1.35E-06,1.37E-07,107,0.650847964,0.390508778,1.562035113,1.822374298,0.390508778,0,0,0.130169593,0.390508778
CCL5,6,6,17,19,2,0,0,2,2,45,3.76E-06,1.23E-06,2.59E-07,174,0.329151752,0.329151752,0.932596631,1.042313882,0.109717251,0,0,0.109717251,0.109717251
CCL7,8,2,12,18,2,0,1,4,2,39,2.29E-06,7.87E-07,1.32E-07,124,0.730852577,0.182713144,1.096278865,1.644418298,0.182713144,0,0.091356572,0.365426288,0.182713144
CCL8,3,1,4,6,1,0,0,2,1,35,2.59E-06,1.00E-06,1.23E-07,103,0.405846863,0.135282288,0.541129151,0.811693726,0.135282288,0,0,0.270564575,0.135282288
CCM2,6,5,34,35,2,0,0,4,3,243,1.77E-05,8.63E-06,9.70E-07,461,0.169846668,0.14153889,0.962464451,0.990772229,0.056615556,0,0,0.113231112,0.084923334
CCM2L,24,18,63,74,5,0,2,7,11,213,1.05E-05,4.26E-06,9.14E-07,721,0.272863369,0.204647527,0.716266343,0.841328721,0.056846535,0,0.022738614,0.079585149,0.125062377
CCNA1,6,2,13,17,0,0,1,3,2,268,1.21E-05,4.98E-06,1.48E-06,391,0.094114991,0.031371664,0.203915814,0.266659141,0,0,0.015685832,0.047057496,0.031371664
CCNA2,4,1,7,8,1,0,0,1,2,274,1.06E-05,4.24E-06,1.15E-06,326,0.082501049,0.020625262,0.144376835,0.165002097,0.020625262,0,0,0.020625262,0.041250524
CCNB1,6,8,38,39,1,0,0,2,5,249,1.08E-05,3.86E-06,8.10E-07,437,0.124233888,0.165645184,0.786814625,0.807520273,0.020705648,0,0,0.041411296,0.10352824
CCNB1IP1,9,5,24,29,4,0,0,2,4,125,8.81E-06,2.55E-06,9.42E-07,289,0.197976716,0.109987065,0.52793791,0.637924975,0.087989652,0,0,0.043994826,0.087989652
CCNB2,13,12,38,41,3,2,1,3,6,259,1.04E-05,3.84E-06,1.53E-06,412,0.161447626,0.149028577,0.471923828,0.509180973,0.037257144,0.024838096,0.012419048,0.037257144,0.074514289
CCNB3,1,1,14,15,1,0,0,0,0,736,3.33E-05,1.38E-05,2.30E-06,800,0.012614108,0.012614108,0.176597509,0.189211616,0.012614108,0,0,0,0
CCNC,7,6,24,26,4,1,1,3,4,278,6.18E-06,2.19E-06,8.62E-07,209,0.178042805,0.152608119,0.610432475,0.661301848,0.101738746,0.025434686,0.025434686,0.076304059,0.101738746
CCND1,1,2,6,7,0,0,0,1,0,136,9.87E-06,4.85E-06,4.93E-07,306,0.046589611,0.093179221,0.279537663,0.326127274,0,0,0,0.046589611,0
CCND2,0,0,1,1,0,0,0,0,0,148,8.88E-06,4.36E-06,5.61E-07,223,0,0,0.051549476,0.051549476,0,0,0,0,0
CCND3,12,11,23,26,4,1,1,3,8,131,8.47E-06,3.38E-06,6.25E-07,369,0.306244083,0.280723743,0.586967827,0.663528847,0.102081361,0.02552034,0.02552034,0.076561021,0.204162722
CCNDBP1,17,8,33,43,4,0,2,9,4,233,9.36E-06,3.98E-06,9.18E-07,362,0.34990163,0.16465959,0.67922081,0.885045298,0.082329795,0,0.041164898,0.185242039,0.082329795
CCNE1,4,1,12,14,1,0,0,3,1,284,1.23E-05,5.29E-06,1.20E-06,341,0.088377509,0.022094377,0.265132528,0.309321283,0.022094377,0,0,0.066283132,0.022094377
CCNE2,6,6,30,32,2,0,1,2,3,310,8.75E-06,3.06E-06,1.03E-06,322,0.113310445,0.113310445,0.566552224,0.604322372,0.037770148,0,0.018885074,0.037770148,0.056655222
CCNF,13,4,53,58,3,0,0,3,8,427,2.86E-05,1.42E-05,2.22E-06,947,0.131090893,0.040335659,0.534447486,0.58486706,0.030251744,0,0,0.030251744,0.080671319
CCNG1,11,5,21,26,4,0,4,2,2,184,6.75E-06,2.53E-06,6.44E-07,239,0.340888302,0.154949228,0.650786759,0.805735987,0.123959383,0,0.123959383,0.061979691,0.061979691
CCNG2,3,5,22,24,0,0,1,1,1,220,8.13E-06,2.96E-06,7.42E-07,321,0.071406756,0.11901126,0.523649543,0.571254047,0,0,0.023802252,0.023802252,0.023802252
CCNH,18,10,41,47,6,0,2,5,8,236,8.69E-06,3.44E-06,9.30E-07,308,0.397476508,0.220820282,0.905363158,1.037855327,0.132492169,0,0.044164056,0.110410141,0.176656226
CCNI,11,5,37,44,6,1,0,2,3,201,9.40E-06,3.25E-06,6.12E-07,386,0.29012494,0.131874973,0.975874799,1.160499761,0.158249967,0.026374995,0,0.052749989,0.079124984
CCNI2,17,8,27,33,3,1,2,6,9,143,9.01E-06,4.55E-06,4.78E-07,378,0.61164573,0.287833285,0.971437337,1.1873123,0.107937482,0.035979161,0.071958321,0.215874964,0.323812446
CCNJ,6,4,21,24,1,0,0,2,3,214,1.15E-05,4.15E-06,8.71E-07,294,0.183647027,0.122431351,0.642764595,0.734588109,0.030607838,0,0,0.061215676,0.091823514
CCNJL,8,8,31,34,3,0,1,1,3,192,1.37E-05,6.89E-06,7.07E-07,528,0.211016534,0.211016534,0.817689069,0.89682027,0.0791312,0,0.026377067,0.026377067,0.0791312
CCNK,4,1,19,22,2,0,0,2,0,323,1.63E-05,7.21E-06,1.47E-06,471,0.06863964,0.01715991,0.326038292,0.377518022,0.03431982,0,0,0.03431982,0
CCNL1,1,1,15,15,0,0,0,0,1,328,1.62E-05,5.21E-06,1.84E-06,440,0.014019952,0.014019952,0.210299281,0.210299281,0,0,0,0,0.014019952
CCNL2,14,14,60,67,4,2,1,4,7,296,2.22E-05,7.99E-06,1.77E-06,743,0.161379164,0.161379164,0.691624989,0.772314571,0.046108333,0.023054166,0.011527083,0.046108333,0.080689582
CCNO,9,9,40,43,3,0,1,3,6,100,8.69E-06,4.47E-06,3.82E-07,464,0.315866865,0.315866865,1.403852734,1.50914169,0.105288955,0,0.035096318,0.105288955,0.21057791
CCNQ,2,1,5,7,2,0,0,0,0,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCNT1,1,2,24,25,0,0,1,0,0,360,2.05E-05,7.12E-06,1.40E-06,629,0.015546384,0.031092768,0.373113217,0.388659601,0,0,0.015546384,0,0
CCNT2,12,10,44,47,2,0,0,1,9,382,1.88E-05,7.63E-06,1.43E-06,667,0.166109105,0.138424254,0.609066718,0.650593994,0.027684851,0,0,0.013842425,0.124581829
CCNY,3,3,21,23,0,1,1,0,1,224,1.12E-05,4.45E-06,8.70E-07,330,0.081866269,0.081866269,0.57306388,0.627641393,0,0.027288756,0.027288756,0,0.027288756
CCNYL1,10,7,27,29,1,1,1,1,6,193,7.49E-06,2.73E-06,8.22E-07,316,0.206551522,0.144586065,0.557689109,0.598999413,0.020655152,0.020655152,0.020655152,0.020655152,0.123930913
CCP110,13,14,47,52,2,0,0,4,8,609,2.54E-05,9.04E-06,2.26E-06,822,0.122599151,0.132029855,0.443243084,0.490396604,0.018861408,0,0,0.037722816,0.075445631
CCPG1,19,17,72,78,3,0,3,2,13,475,1.99E-05,6.57E-06,1.73E-06,791,0.187971215,0.168184772,0.712311974,0.771671305,0.029679666,0,0.029679666,0.019786444,0.128611884
CCR1,4,3,14,14,0,0,0,0,4,101,1.13E-05,5.26E-06,5.98E-07,324,0.164651973,0.12348898,0.576281905,0.576281905,0,0,0,0,0.164651973
CCR10,8,3,26,32,1,0,0,5,2,79,1.11E-05,5.80E-06,4.70E-07,415,0.327802327,0.122925873,1.065357564,1.311209309,0.040975291,0,0,0.204876455,0.081950582
CCR2,5,5,21,22,1,1,0,0,4,104,1.11E-05,5.27E-06,5.75E-07,395,0.172498545,0.172498545,0.724493889,0.758993598,0.034499709,0.034499709,0,0,0.137998836
CCR3,11,6,19,24,2,0,3,3,4,120,1.11E-05,5.04E-06,5.55E-07,393,0.38950941,0.212459678,0.672788981,0.849838713,0.070819893,0,0.106229839,0.106229839,0.141639785
CCR4,2,1,14,14,0,0,0,0,2,117,1.01E-05,4.57E-06,3.39E-07,360,0.112006074,0.056003037,0.784042516,0.784042516,0,0,0,0,0.112006074
CCR5,18,13,38,44,5,2,3,5,11,96,9.90E-06,4.56E-06,4.10E-07,427,0.703270899,0.507917872,1.48468301,1.719106643,0.195353028,0.078141211,0.117211817,0.195353028,0.429776661
CCR6,5,2,11,15,1,0,0,3,1,117,1.20E-05,6.02E-06,5.98E-07,326,0.220358373,0.088143349,0.48478842,0.661075118,0.044071675,0,0,0.132215024,0.044071675
CCR7,4,3,12,12,1,1,1,1,4,126,1.55E-05,7.05E-06,5.86E-07,361,0.200537549,0.150403161,0.601612646,0.601612646,0.050134387,0.050134387,0.050134387,0.050134387,0.200537549
CCR8,5,6,21,23,1,0,1,0,3,97,8.83E-06,4.06E-06,2.95E-07,309,0.331071092,0.397285311,1.390498588,1.522927025,0.066214218,0,0.066214218,0,0.198642655
CCR9,10,4,18,23,2,0,0,4,4,128,1.05E-05,4.77E-06,3.97E-07,370,0.487866878,0.195146751,0.87816038,1.122093819,0.097573376,0,0,0.195146751,0.195146751
CCRL2,7,7,28,32,4,0,0,2,3,12,9.69E-06,4.36E-06,3.32E-08,425,3.113660223,3.113660223,12.45464089,14.23387531,1.779234413,0,0,0.889617207,1.33442581
CCS,12,8,32,36,3,1,1,6,5,149,1.07E-05,4.42E-06,7.67E-07,355,0.330607274,0.220404849,0.881619397,0.991821822,0.082651819,0.027550606,0.027550606,0.165303637,0.137753031
CCSAP,5,2,17,19,1,1,0,1,2,119,6.19E-06,3.06E-06,4.57E-07,297,0.168323315,0.067329326,0.572299271,0.639628597,0.033664663,0.033664663,0,0.033664663,0.067329326
CCSER1,12,10,65,68,2,3,0,2,5,471,2.39E-05,9.44E-06,1.96E-06,910,0.112842631,0.094035526,0.61123092,0.639441578,0.018807105,0.028210658,0,0.018807105,0.047017763
CCSER2,17,11,64,74,5,0,3,7,5,465,2.07E-05,7.23E-06,1.79E-06,1041,0.129524324,0.083809856,0.487620983,0.563811762,0.038095389,0,0.022857234,0.053333545,0.038095389
CCT2,6,3,24,29,2,1,0,2,1,349,1.51E-05,5.00E-06,1.46E-06,559,0.076640041,0.03832002,0.306560163,0.370426863,0.02554668,0.01277334,0,0.02554668,0.01277334
CCT3,4,3,20,21,1,3,1,0,1,330,1.95E-05,5.66E-06,1.81E-06,524,0.054851356,0.041138517,0.274256782,0.287969621,0.013712839,0.041138517,0.013712839,0,0.013712839
